variable,n_obs,n_ids,interaction_beta,interaction_se,interaction_ci_low,interaction_ci_high,interaction_p_raw,partial_eta2_approx,aic,converged,method,q_fdr_bh
CBT_F_SPAN,186,93,-0.5650943396226354,0.2127624398943848,-0.9821010590784977,-0.14808762016677324,0.007907659088031468,0.07344044857442666,500.5127737684951,True,powell,0.3185306889879706
WM_ACC,182,93,0.9400439496449753,0.38318202697782894,0.18902097724537514,1.6910669220445755,0.01415691951057647,0.06333999516493954,667.7486712271905,True,powell,0.3185306889879706
TOL_TE,185,93,-13.435728516219486,9.216966177065876,-31.500650269992427,4.629193237553457,0.14491855723278935,0.023318961311483147,1860.854755497489,True,powell,0.6941741726352539
PLANNING_MATTI_MIN,182,93,-3.4555745280394867,2.3886385176530447,-8.137219994724596,1.226070938645623,0.14798903698022645,0.022974990467204418,1285.4260948190588,True,powell,0.6941741726352539
TOL_TP,186,93,14.916509433962164,10.35866609847035,-5.386103046915759,35.21912191484009,0.14986657281146035,0.02276848855711057,1924.6464006024567,True,powell,0.6941741726352539
PWM_PERC,185,93,7.300032226246039,5.103185922851583,-2.7020283889548615,17.30209284144694,0.15257779422136855,0.022475249829433157,1611.7864154777317,True,powell,0.6941741726352539
PLANNING_TP_LN,182,93,0.2512319284739694,0.17600765801393806,-0.09373674223659179,0.5962005991845306,0.15346692649525265,0.022380328701755773,375.66535829266945,True,powell,0.6941741726352539
PLANNING_OST,182,93,0.4421209975575376,0.31155102380618427,-0.16850778844916453,1.0527497835642396,0.1558708560394732,0.022126692576066354,568.2130230529899,True,powell,0.6941741726352539
TOL_TE_LN,185,93,-0.08818130248242426,0.0687440490244788,-0.22291716272185852,0.04655455775701001,0.1995803208737159,0.018152515929325267,51.63799129865856,True,powell,0.6941741726352539
PLANNING_TE,182,93,-1107.7717705811822,893.9473516460681,-2859.876383882439,644.3328427200743,0.21527466594038147,0.016961229986658645,3442.0982728378303,True,powell,0.6941741726352539
PLANNING_TP,182,93,1109.85974689628,896.0223362679573,-646.3117615323536,2866.0312553249137,0.21547444813877747,0.01694671711582953,3442.9421792260155,True,powell,0.6941741726352539
WM_SPAN,182,93,0.4110851266902737,0.3343888256961394,-0.24430492850680136,1.0664751818873488,0.21893587434463724,0.016697715504103337,577.1462113337541,True,powell,0.6941741726352539
PWM_EFF,186,93,-1.7650943396226428,1.477499175597646,-4.660939510981651,1.1307508317363646,0.23222381863751362,0.015782737071192182,1152.9438567933726,True,powell,0.6941741726352539
RAVEN_T,186,93,21.063207547169878,17.97712264692399,-14.171305386460514,56.297720480800265,0.24133063875633698,0.015190458844193731,2110.839820936868,True,powell,0.6941741726352539
RAVEN_T_LN,186,93,0.05984447158381609,0.05110441383712175,-0.04031833898797292,0.1600072821556051,0.2415893153667743,0.0151740230488615,-71.5610325091551,True,powell,0.6941741726352539
PWM_TE_LN,156,89,-0.2458203363117456,0.2122591719652163,-0.6618406687518634,0.17019999612837228,0.24681748360364586,0.015534041580003339,319.39033292814213,True,powell,0.6941741726352539
PLANNING_TE_LN,181,93,-0.11318731852873651,0.1015243644310423,-0.3121714163668987,0.0857967793094257,0.2649025443601257,0.01377341654670725,216.52669268681313,True,lbfgs,0.7012126174238622
PLANNING_ACC,182,93,-0.5472479787870858,0.5352349633751149,-1.5962892302689258,0.5017932726947544,0.3065706260164619,0.011609616832184741,740.9634323413245,True,powell,0.7057839845854103
PLANNING_MATT,182,93,-4.0388732765455435,3.995585299560986,-11.870076560842758,3.792330007751672,0.3120959103585774,0.011350422280259379,1513.8876050256179,True,lbfgs,0.7057839845854103
TOL_VIO_REG,186,93,0.5240566037735793,0.520141693749225,-0.4954023828325643,1.543515590379723,0.313681770926849,0.011277105539852386,794.943420224835,True,powell,0.7057839845854103
TOL_TP_LN,186,93,0.1308177409468112,0.13776194811026735,-0.13919071578938857,0.400826197683011,0.3423192466410976,0.01003013337312305,308.81460322031114,True,powell,0.7335412428023519
PLANNING_TR_LN,182,93,-0.0898925380263823,0.1014756779939717,-0.28878121220135056,0.10899613614858596,0.3756967230225551,0.008740189592766274,215.081842800833,True,powell,0.7684705698188626
PLANNING_COMPOSITE,182,93,-1.8406676499431296,2.18426338624405,-6.121745219730969,2.4404099198447105,0.3993990914863511,0.007915880663949207,1268.9672237689638,True,powell,0.7814330050819913
WM_TRIAL,182,93,0.3085503419955883,0.4162418158828552,-0.5072686259943602,1.1243693099855367,0.4585257119220105,0.006136172035498789,650.274619481384,True,powell,0.8597357098537697
PWM_MATT,182,93,-3.2076953979594007,4.803733389151835,-12.622839832029527,6.207449036110726,0.5042928651577875,0.004985033226906316,1539.7324761638135,True,powell,0.8823202298184485
PWM_TR,182,93,-9.650186621428555,14.639850761872786,-38.34376685374048,19.043393610883378,0.5097850216728813,0.004858397013845487,1945.3025748125626,True,powell,0.8823202298184485
CBT_B_SPAN,186,93,0.24622641509434237,0.4130992517071836,-0.5634332402921839,1.0558860704808686,0.5511440790167537,0.003975944270854551,759.2524435233264,True,lbfgs,0.9185246313593619
PWM_TRIAL,182,93,-0.3226864449307164,0.5900637118110409,-1.4791900686643782,0.8338171788029455,0.5844700236909743,0.003349012171621812,776.4396653699919,True,powell,0.9185246313593619
PWM_TR_LN,170,93,-0.10367913176139124,0.19342053577048263,-0.4827764157419784,0.27541815221919597,0.5919380957649221,0.0032180124070353543,332.3099002688705,True,powell,0.9185246313593619
PWM_COMPOSITE,181,93,1.4210343076783936,3.0573607221895114,-4.571282595560419,7.413351210917206,0.6420810022565024,0.0024214352732362305,1366.2807354706133,True,powell,0.9353638992852392
Raven_ACC,186,93,0.3929245283018771,0.8512065342675802,-1.2754096222677394,2.0612586788714937,0.644361797285387,0.0023884702513777556,1052.7370999944278,True,lbfgs,0.9353638992852392
PWM_MATT_MIN,182,93,-1.5444164992869251,4.112565692579063,-9.604897140796911,6.516064142223062,0.707261872764416,0.001582069412266319,1483.1927807890659,True,powell,0.9369617082919388
TOL_ACC,183,93,-0.3123936954656808,0.8718405856882856,-2.0211698436750276,1.396382452743666,0.7201074772380385,0.001440503428548795,982.0553788876176,True,powell,0.9369617082919388
PWM_TP_LN,169,93,0.24010897764064426,0.6831176390328892,-1.0987769920678518,1.5789949473491403,0.7252208187050102,0.001386223779023389,756.0805760474199,True,powell,0.9369617082919388
PLANNING_EFF,186,93,-1.0537735849056693,3.038637666470542,-7.009393973254764,4.9018468034434255,0.7287479953381747,0.001349460931912319,1455.6896683725877,True,powell,0.9369617082919388
PLANNING_TRIAL,182,93,-0.07127541824061247,0.25379094973956584,-0.5686965393323765,0.4261457028511516,0.7788308013064711,0.0008854266185225739,516.3705563944864,True,lbfgs,0.9735385016330889
PWM_OST,182,93,-0.05357897358756609,0.2482355250244181,-0.5401116623188169,0.4329537151436847,0.8291130395686755,0.0005231709676450037,468.112884579411,True,powell,0.9934244380549451
