participant_id,occasion,score_field,database_column,source,original_value,output_value
PPR26,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
PPR26,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,100,100.0
PPR27,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,93.65,93.253968
PPR27,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,88.73,92.380952
PPR27,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,80,80.0
PPR27,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,historical_original,100,100
PPR28,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,83.56,88.214869
PPR28,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,96.83,97.222222
PPR28,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,78.18,82.346154
PPR28,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,100,100.0
PPR29,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,71.76,76.786963
PPR29,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,86.67,96.969697
PPR29,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
PPR29,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,historical_original,90,90
AC04,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,93.85,95.227273
AC04,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,71.43,78.787879
AC04,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
AC04,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,76.47,76.666667
AC05,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,79.22,83.296703
AC05,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,79.22,84.001068
AC05,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,86.36,87.857143
AC05,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,92.16,92.363636
AC06,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,93.85,95.227273
AC06,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,73.49,82.5
AC06,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,historical_original,94.44,94.44
AC06,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,100,100.0
AC08,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,81.33,88.00505
AC08,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,81.33,84.661796
AC08,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,105.88,100.0
AC08,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,93.33,94.444444
AC09,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,95.24,100.0
AC09,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,93.85,95.0
AC09,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,historical_original,86.36,86.36
AC09,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,93.55,94.444444
AC10,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,91.04,92.727273
AC10,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,96.83,97.222222
AC10,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
AC10,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,100,100.0
AC11,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,64.21,65.106838
AC11,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,65.59,70.080614
AC11,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,75,79.910714
AC11,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,90,91.666666
AC12,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,81.33,82.638889
AC12,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,79.22,85.042735
AC12,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,81.25,83.809524
AC12,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,85.45,86.649351
AC13,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,96.83,97.5
AC13,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,88.41,90.803571
AC13,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
AC13,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,70.83,74.166667
AC14,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,93.85,94.602273
AC14,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,83.56,86.467352
AC14,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
AC14,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,92.16,92.666667
AC15,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,85.92,88.327991
AC15,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,91.04,93.303571
AC15,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,historical_original,81.25,81.25
AC15,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,94.74,95.0
AC16,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,85.92,88.560606
AC16,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,85.92,89.204545
AC16,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,historical_original,100,100
AC16,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,88.68,92.0
AC18,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,91.04,93.055556
AC18,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,100,100.0
AC18,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,historical_original,100,100
AC18,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,100,100.0
AC19,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,88.41,89.829545
AC19,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,79.22,81.400058
AC19,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,75,81.25
AC19,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,75,75.714286
AC20,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,"85,92",88.740079
AC20,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,91.04,92.329545
AC20,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,"94,74",95.0
AC20,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,86.36,87.857143
AC21,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,100,100.0
AC21,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,historical_original,63.64,63.64
AC21,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,"93,33",94.444444
AC21,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,69.23,69.230769
AC22,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,96.83,96.875
AC22,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,108.93,90.723562
AC22,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,88.24,89.030303
AC22,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,93.33,93.333333
AC23,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,100,100.0
AC23,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,85.92,90.833333
AC23,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,73.91,79.910714
AC23,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,95,95.0
AC24,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,100,100.0
AC24,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,83.56,88.392857
AC24,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,94.74,95.0
AC24,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,90,80.0
AC25,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,93.85,94.949495
AC25,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,100,100.0
AC25,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
AC25,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,100,100.0
AC26,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,88.41,90.366162
AC26,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,77.22,80.890152
AC26,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,82.35,83.809524
AC26,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,85.45,86.51282
AC27,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,71.76,75.975379
AC27,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,100,100.0
AC27,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,87.5,87.777778
AC27,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,85.71,85.833333
AC28,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,100,100.0
AC28,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,100,100.0
AC28,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,81.82,81.666666
AC28,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,76.81,77.649573
AC29,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,96.83,97.222222
AC29,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,88.41,91.287879
AC29,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,81.82,81.666666
AC29,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,81.82,85.714286
AC30,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,,100.0
AC30,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,71.76,84.759615
AC30,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,,92.857143
AC30,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,82.35,82.222222
AC31,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,96.83,97.5
AC31,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,100,100.0
AC31,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
AC31,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,85.71,87.857143
AC32,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,122,89.835165
AC32,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,100,100.0
AC32,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
AC32,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,81.25,83.809524
AC33,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,79.22,82.136613
AC33,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,91.04,91.597222
AC33,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,90.48,91.666667
AC33,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,100,100.0
AC34,PRE,route_efficiency_pct_planning,PLANNING_PERC_PRE,recalculated_raw,100,100.0
AC34,POST,route_efficiency_pct_planning,PLANNING_PERC_POST,recalculated_raw,85.92,88.862179
AC34,PRE,route_efficiency_pct_wmplanning,PWM_PERC_PRE,recalculated_raw,100,100.0
AC34,POST,route_efficiency_pct_wmplanning,PWM_PERC_POST,recalculated_raw,81.82,81.818182
