,Filter 1,ID,gruppo,età,classe,sezione,CBT_F_SPAN_PRE,CBT_B_SPAN_PRE,TOL_TP_PRE,TOL_TE_PRE,TOL16-T_tot_PRE,TOL16_ACC_PRE,TOL_VIO_REG_PRE,Raven_ACC_PRE,RAVEN_T_PRE,WM_span_PRE,WM_trial_PRE,WM_acc_PRE,PLANNING_TP_PRE,PLANNING_TE_PRE,PLANNING_TOT_PRE,PLANNING_span_PRE,PLANNING_trial_PRE,PLANNING_ACC_PRE,PLANNING_OST_PRE,PLANNING_MATT_PRE,PLANNING_MATTI_MIN_PRE,PLANNING_PERC_PRE,PWM_ TP_PRE,PWM_ TE_PRE,PWM_ T_PRE,PWM_ TRIAL_PRE,PWM_ ACC_PRE,PWM_ OST_PRE,PWM_ MATT_PRE,PWM_ MATT_MIN_PRE,PWM_ PERC_PRE,ABAS_amb,ABAS_amb_suppongo,ABAS_comscol,ABAS_comscol_suppongo,ABAS_vitascuola,ABAS_vitascuola_suppongo,ABAS_sal_sic,ABAS_sal_sic_suppongo,ABAS_tempo_libero,ABAS_tempo_libero_suppongo,ABAS_curadisè,ABAS_curadisè_suppongo,ABAS_autocontrollo,ABAS_autocontrollo_suppongo,ABAS_soc,ABAS_soc_suppongo,BRIEF_ini,BRIEF_autom,BRI,BRIEF_shift,BRIEF_regem,ERI,BRIEF_avvio,BRIEF_WM,BRIEF_pianific,BRIEF_monitoraggiodelcompito,BRIEF_organiz,CRI,CBT_F_SPAN_POST,CBT_T_SPAN_POST,TOL_TP_POST,TOL_TE_POST,TOL16-T_tot_POST,TOL16_ACC_POST,TOL_VIO_REG_POST,Raven_ACC_POST,RAVEN_T_POST,WM_span_POST,WM_trial_POST,WM_acc_POST,PLANNING_TP_POST,PLANNING_TE_POST,PLANNING_TOT_POST,PLANNING_span_POST,PLANNING_trial_POST,PLANNING_ACC_POST,PLANNING_OST_POST,PLANNING_MATT_POST,PLANNING_MATTI_MIN_POST,PLANNING_PERC_POST,PWM_ TP_POST,PWM_ TE_POST,PWM_ T_POST,PWM_ TRIAL_POST,PWM_ ACC_POST,PWM_ OST_POST,PWM_ MATT_POST,PWM_ MATT_MIN_POST,PWM_ PERC_POST,tol_tp_pre,tol_te_pre,tol_rt_tot_pre,planning_tp_pre,planning_te_pre,planning_tr_tot_pre,pwm_tp_pre,pwm_te_pre,pwm_tr_tot_pre,tol_tp_post,tol_te_post,tol_tr_tot_post,plan_tp_post,plan_te_post,plan_rt_tot_post,pwm_tp_post,pwm_te_post,pwm_rt_tot_post,plan_eff_pre,plan_eff_post,delta_tol_acc,delta_corsi_F,delta_corsi_B,delta_plan,delta_wplan,delta_wm,delta_RT_tol,delta_RT_plan,delta_RT_wplan,abas_tot,brief_tot,pwm_eff_pre,pwm_eff_ps
PLANNING_MATT_PRE,,0.03314599976444156,-0.04386999680812906,-0.16357935049133165,-0.06977545272890188,0.13070625630071575,-0.0429426319778792,-0.06678270452731869,0.11605317653237963,-0.08271775707408521,0.032707767624819105,-0.18995673755190284,0.09724180982545233,-0.2163429820110161,-0.21448180065612277,-0.19690475486769307,-0.12077525051483039,-0.1781059229315673,0.036533318652672384,-0.023184736864112317,0.43759746570248315,0.4277484199256205,0.20976282263728302,0.6843223881406004,-0.581576795246833,1.0,0.7654578521423935,-0.20086521180819283,0.08620963779261558,-0.08528499412429402,0.23242913724101957,0.07120822028912459,0.03919491814120415,-0.2798196316661705,0.2942337388405402,0.24369077097560418,0.28426787523679303,-0.17501401887069842,0.10160889695357776,-0.05842167468982323,-0.3194730755936185,-0.04919508268753421,-0.17066631324814707,-0.021580860012458424,0.0764725278272414,-0.06167920612831677,-0.12946385461370777,0.015932954658244822,-0.07468685626458675,0.028069734282264322,-0.2581988897471601,0.044643180744466354,0.22645540682891924,-0.20257709973959573,-0.13452534467318514,-0.18209510751790664,-0.08736383178346646,-0.038378718980987055,-0.0698923331862669,-0.05433373147109684,-0.1962214614069374,-0.17581342246721626,-0.16833661322171212,-0.059528844291450715,-0.1629985384411112,0.04809439951592235,-0.10169773739192947,0.19412464041618058,0.13298507824586137,0.20750740723378416,-0.025723629397877583,0.0001692292864616341,-0.06010671029803524,-0.06956564865286803,-0.05259511277660176,-0.030862101229597292,-0.0014032099719895935,0.0795633929231457,0.08759045331468467,0.09213178638439157,0.0481141110286717,0.09843756167935737,0.011610848091449872,0.08998455044251101,0.24322963910527587,0.04331976562896834,-0.26200763404637695,0.02488989772999294,-0.024908048657512845,-0.0032307081872680996,-0.049528769762738616,-0.05751959314639483,-0.010305683598101963,-0.013823382481904574,-0.05374495785291516,-0.10166682727968072,0.11816769218144585,-0.09114731730726164,0.013713685943616851,0.24129334156761043,0.5627674700879015,0.6034870416248571,0.05253189371625131,0.08427938295716778,0.18497120097824796,0.14745895562719155,0.10368383971826685,0.17872617675873892,0.05937894709781588,0.10230141484900405,0.09716153770165857,0.02713708140852891,-0.023784065583888285,0.0003592702001199556,0.7781528155911259,0.2532421863768205,0.13029467789348714,0.08831364219355187,-0.03646526504753531,-0.29283413620704263,-0.06724397803128579,0.15684801150222766,0.13782063750132184,-0.5607739897582578,-0.09993953275883506,-0.04930325796102914,-0.16173422699571743,0.335499988701652,0.11069525708559468
PLANNING_MATTI_MIN_PRE,,0.14043726347308053,-0.11501783228530937,0.02947912557705311,-0.06700813432064094,0.07724986119916988,0.08314266694203205,-0.11490538626831044,0.12594151523198188,-0.06911679841587254,0.047355469106444496,-0.15365672442402792,0.027089634353870483,-0.1430653756749129,-0.228163221622532,-0.23482859216267282,-0.08531742323422503,-0.20322148316052563,0.025722151570472508,-0.01820668054568645,0.2639908731230141,0.5894371103379348,0.30349819672616524,0.9108529753537853,-0.7436069636848932,0.7654578521423935,1.0,0.3728811752089266,0.07647397071056056,-0.07581367503186114,0.1944597833977721,0.01662541300826578,0.05083338453914952,-0.46922937940071147,0.26232516740511974,0.24848084333118792,0.384826068203701,-0.18739322996392332,0.061661211135912906,-0.06648133826059878,-0.1209881450629293,-0.16059532551417602,-0.3088949792884455,-0.0038029168969512354,-0.05083726582980393,-0.07597788989292283,0.11122069432101861,0.06555117868420351,-0.11340893518962795,0.011912055907676517,,0.110979831247299,,-0.20952261051448726,-0.10364587446483109,-0.17576391481675704,-0.0007986354839037912,0.06384372721583031,0.03615792625278789,-0.00521653015890246,-0.1414789874477724,-0.12270851140673499,-0.06220026025803774,0.09865167305352132,-0.07416235916740502,0.009663083778924627,-0.11752514991694187,0.08035007104506058,-0.003429409544816399,0.05309712778465186,-0.07660919519125063,0.04266928940500049,-0.0734985563716879,-0.10841177680787159,-0.05686268175681156,-0.015346897152124285,-0.06014977881258798,0.08137667505025,0.04416288026011446,0.055733339424807155,-0.006975381286670187,0.025077970368039458,-0.04757949353368102,0.06335895373489318,0.08286038000655889,-0.028479712205460007,-0.12263385391234484,0.04386564991182757,-0.044290173319728766,-0.061466717490349494,-0.14629643744001214,-0.15330930619436406,-0.06969971716492056,-0.0853634308531859,-0.14559133469538754,-0.16739590803392032,0.11273748816549735,-0.09235293336333279,0.02173298955311553,0.22616658685062407,0.4372373326891532,0.5170039923177154,0.042094378576591776,0.11684212261494253,0.1937047327470639,0.051087558170178494,-0.034163862493280656,0.024684946707955742,0.04540207666460068,0.03874245292181058,0.044081816680380595,0.03688017815685213,-0.11072524499799102,-0.09406761952424021,0.19148569688564898,0.10415247288748682,0.06321285178753502,-0.08300282015030178,-0.004354663889033313,-0.032356551928898705,-0.14196960437936462,0.12781512646760476,0.001588045718159807,-0.5170450226209949,-0.18717137248976037,-0.06657634135492552,-0.07785451685418154,0.1821824639014,0.12896489271287795
PLANNING_PERC_PRE,,0.1709077481796401,-0.1214936222263607,0.22196403758278868,-0.030197493204400523,-0.050020111161478295,0.1699768715110159,-0.11674056100498507,0.021443671157026487,-0.04104286888202552,-0.00873027724379592,0.003497776894850929,-0.0023776571406905417,0.05212956886415957,0.030491540369701343,0.05203644841438054,0.1577879494571171,-0.005078225773608675,-0.024750433634294418,0.01960495589433588,-0.1489981524019619,0.15783336430233014,0.1311008299654517,0.3235758587496749,-0.29161651331929667,-0.20086521180819283,0.3728811752089266,1.0,-0.009594988680463367,0.00920993627220699,-0.04484672193205235,-0.07690500633849517,-0.014912454341771306,-0.2797624220270269,-0.02777804865823877,0.012552796795458706,0.1702834007875637,-0.05921864082683405,-0.0884203232507738,-0.027640044975602848,0.3219996471582095,-0.1565792638576966,0.01209777215851753,0.018164732847518038,-0.1493043435351261,-0.030673305577975027,0.20738001739503453,0.04472511197018472,-0.047357825983033085,-0.020117294654821753,0.24390207285549317,0.07669249630156058,-0.2511351597169432,-0.005561076497448964,0.049722837281853345,0.016992482571703507,0.12270947552974745,0.14662862531661994,0.15131873727093736,0.07189819586247499,0.07863059306979467,0.06684819680942476,0.1365119965580047,0.20588500928978348,0.11803906726287854,-0.05230209808263599,-0.106264070072422,-0.11015202247234006,-0.14376725750375283,-0.15628380516523788,0.00387695660244447,0.0740027122434725,-0.07909729133061619,-0.0021340418773876596,-0.02570917192082059,0.00845490342232602,-0.13394717640769807,0.004601591232551172,-0.024155660101803502,-0.01944367300389355,-0.0843774267095453,-0.09905598025277658,-0.0899947660913559,-0.028325584193179952,-0.19765089445714587,-0.10518095738410968,0.1578229787604214,0.010819185321684398,-0.011298555330600089,-0.0683920375131278,-0.09942296748058078,-0.15138061519069793,-0.0002465860724588816,-0.09187967040720604,-0.12370052250819799,-0.1079594480342076,0.012084336425325387,-0.05754060161280141,-0.01898506172860214,-0.0266014067710833,-0.05438410545447153,-0.0044117672034107505,-0.012269493924891033,0.06879533204231109,0.0453128270683607,-0.0916252382958934,-0.14303537588115944,-0.15342908791892984,-0.007368407502787851,-0.04648682674818282,-0.035858427965108956,-0.012489336164339174,-0.08574642647116297,-0.11129600081255665,-0.6702674415408522,-0.17687447757329394,0.0001921256265085646,-0.23048669804409738,0.008517579902144115,0.2914742662019699,-0.09473297664339979,-0.11197355111301745,-0.11186919491242175,-0.028819800963260846,-0.13591330793370987,-0.04279835347814991,0.11632089885816983,-0.16459335528998628,0.04036187883923978
PWM_ TP_PRE,,0.04175608500960147,0.11890659838143093,0.03885727888213185,0.1337051785007504,0.12123162349545256,0.080390083278966,-0.09009598850926376,-0.04046012141962996,-0.09998980960685765,-0.0854023516680309,-0.06165319758115111,0.18818666181285448,-0.12446725006068493,0.008167685699647056,-0.065683021719278,-0.007177258332823079,-0.05218484318334757,-0.03213266095885634,0.03304307445820002,0.026800414677741313,0.049602105646324716,0.020189060795827746,0.0653503998585834,-0.05161146366224269,0.08620963779261558,0.07647397071056056,-0.009594988680463367,1.0,-0.9999864189620593,0.1376978156726339,0.12260789667217248,0.14492416251620127,0.01676899942209,0.16850925492344043,0.16794136872905982,0.01623461714084681,0.09303038026735677,-0.09643143493345863,0.040625077716613577,0.12069369770723695,-0.013323097156604348,0.26516916018849435,0.07611564826863869,0.05767005698901628,-0.05676073080193116,-0.16919963446098546,-0.15321144186785754,-0.02023265193626514,-0.06889986241647932,-0.6375994325414149,-0.08828951632555525,-0.334233154773978,0.02554746328742275,-0.004506751764265796,0.020042290063336608,0.11362642287177371,-0.0865609270252052,0.012673212858057515,-0.03669406083333687,0.02851430425015026,0.06649717055140769,0.11232427993694821,0.055249384322399765,0.055132722789483585,0.03402499696337412,-0.11362497691609015,-0.0968391499278565,-0.006803389905513698,-0.07012585319347392,-0.11177318394245232,0.186793203303983,-0.07870107690254476,-0.014979612145080444,0.06999283009376815,0.0315110547261843,0.1052965857884201,-0.18750975864081576,-0.140218768218069,-0.16101611118992049,-0.417197659554904,-0.3026938495645694,-0.3912309400979505,-0.004118350264136755,-0.16310698340189425,-0.41170083622407033,-0.14510116878191812,-0.06617742473966193,0.06512490152298762,-0.14781409098174925,-0.06621260004151892,-0.14338796079826124,0.06491565358385096,-0.06880159946303445,-0.09116965372207952,-0.06765039464150104,-0.009828757114384641,-0.07913868707759075,-0.0637135336773183,-0.018149362068314835,0.06501250435777511,0.05797409553635798,0.9293220915204836,0.24741439995358486,0.12525570585101695,-0.10378662946045503,-0.007401502174792554,-0.06984657005744635,-0.28681652847947714,-0.188616226828368,-0.22094438502640265,-0.03692148218744015,-0.025339146945288032,-0.10317445871012962,0.05685123337825236,-0.011572873430012835,-0.035894605166107714,-0.05912619618993614,-0.025237810845801668,-0.049936079429894094,-0.20042987295464018,0.13830730761214027,-0.0025414073857036243,-0.26931195670947305,-0.10321712444336846,-0.008785611647182778,0.04170638073143582,0.08584352919821825,0.026022026043204142
PWM_ TE_PRE,,-0.041415685765277675,-0.11837567958421501,-0.0392028936834011,-0.1338040312306545,-0.12093235311850975,-0.08172900878674229,0.089856404695703,0.04116817007117468,0.10013607687773496,0.08597580300374762,0.061271089236718396,-0.18711674840040862,0.1242309603748411,-0.007738998984468334,0.06456476767998963,0.006413497097272576,0.05130062918922715,0.03309401951588461,-0.03396963109697811,-0.025626209218020456,-0.04891431761435531,-0.020010121190532554,-0.06460722752067546,0.05112695466775643,-0.08528499412429402,-0.07581367503186114,0.00920993627220699,-0.9999864189620593,1.0,-0.1325494016013755,-0.11864464009554798,-0.1409470659929996,-0.014916740283455781,-0.16435948599158878,-0.16380401319386836,-0.016479136110549603,-0.09327282629314944,0.09707013463172909,-0.040508514984978906,-0.12031160340648273,0.01333176257538542,-0.26530268687964637,-0.07616476731749436,-0.05816269104888398,0.05609726968723202,0.16970601707096258,0.15271393633903793,0.020095277658863542,0.06852093332862749,-0.8780135275165306,0.08797924910382897,0.33210276057086036,-0.02536110292371848,0.005123905645968835,-0.019460483558129217,-0.1128145134411148,0.0866657174318416,-0.012168052867314554,0.03719357078668111,-0.028048997222599282,-0.06593990285627908,-0.11175087729378817,-0.054343880140401424,-0.05447778913776534,-0.034694498093536565,0.11330750867964631,0.09670897376762444,0.007604135853907544,0.07048559556839765,0.11169902745061575,-0.18621345871059633,0.07786211207677383,0.015028493120707333,-0.07050524043140692,-0.03180163036895566,-0.10615980099032057,0.1881171807625258,0.14126670051148418,0.16204089428688206,0.41783768335797444,0.303451863688951,0.39163459092440106,0.004595152519309149,0.16330790752654886,0.41225588214439496,0.14501237556345248,0.06605705253450364,-0.06500187760264788,0.14819400989084716,0.06587052843770948,0.1430759352790533,-0.06517443237358703,0.06861087663854198,0.09090297317533262,0.06772253398633903,0.010721399551701948,0.07931699186961033,0.06429766681682723,0.01930131490615372,-0.06368276921837863,-0.05664662848194958,-0.9280693967381276,0.9278335741213206,-0.12093274912258609,0.10391750416577156,0.008275686708840536,0.07036739816124105,0.28784429995860095,0.1898669932188286,0.22216470738774052,0.036924144257149086,0.02588033781044422,0.10344124932151529,-0.05608537634147936,0.011567324132555465,0.03613975764490879,0.060022960712051036,0.025155133754411384,0.04940606745319214,0.19745000745253175,-0.13827668682309024,0.002464465720371052,0.26902018724259524,0.10007319244290346,0.008601851443341151,-0.04103264630385964,-0.08373540263668305,-0.02590835653267568
PWM_ T_PRE,,0.07866160676726852,0.10235015944236753,-0.07007754877866045,-0.016289282441575362,0.07350272808255466,-0.23375936755677593,-0.06395100446677648,0.13744185683101584,0.01266604071874874,0.10228137663202805,-0.08635427957439125,0.23718517476923218,-0.07715737366919864,0.060057708159677835,-0.24292286853906195,-0.15218763010290562,-0.1942615906790688,0.17816614122787885,-0.170941972482895,0.2447132939530564,0.1342636183399592,0.0388285483126819,0.19085977977896618,-0.1595318509587004,0.23242913724101957,0.1944597833977721,-0.04484672193205235,0.1376978156726339,-0.1325494016013755,1.0,0.7571432967683549,0.762044928982705,0.30496704590201174,0.8243740116899932,0.8212062583400042,-0.004090405176274578,-0.05694829855765781,0.10789546429977709,0.014253772050904445,0.07397867301879452,-0.014148645831874637,-0.04268167831845058,-0.007549084633397938,-0.08318699046412512,-0.13996222540152653,0.12829651895836705,-0.11788047615906427,-0.034969558862436606,-0.08491721594822142,-0.8569399148843382,-0.06780897416143979,-0.5749320292362186,0.03219341866096355,0.11637463330475144,0.10886804236684405,0.16697052796692682,0.015016451770701406,0.10014172690794751,0.0932116482969452,0.09091632393925901,0.1070512686917193,0.11567922711226267,0.17928938447293247,0.1278860706920943,-0.1216606612332455,-0.08319594361381104,-0.035113812522191805,0.15362565091630145,0.062072491272727445,-0.02811345440606903,0.1405271297310772,-0.1782730014555959,0.0004287061226945704,-0.08384804987103017,-0.04478410235236222,-0.15316129549332883,0.09487117869900864,0.18397248516859038,0.17726188376386262,0.06518625801192071,0.10475003373330036,0.021815670882169742,0.09318566154744147,0.022501330083162602,0.049026069088058365,-0.04556695940398184,-0.028912442841418987,0.029258342882655202,0.049904023171439785,-0.079556939030621,-0.08848763563651524,-0.038351999388265404,-0.04809062523616797,-0.06713231934212745,-0.0022270872022424316,0.17734838710977988,0.02054094709428712,0.10647542990619391,0.2196142727888239,0.300143527179733,0.29876714444965846,0.35953264396395024,0.8431554675501637,0.9419565552704432,0.010218733452405013,0.16619354014166143,0.0912670436418382,0.15951025216499873,0.21481067523666994,0.20516996467465967,0.0015142539143974943,0.08116421465932142,0.041509693192852526,0.16471655537153537,0.004809826035034198,0.04681958887006472,0.15247670199889002,-0.02049916076453469,-0.10829483476388384,-0.5909343058678987,0.03860394210134037,-0.017101882658436512,-0.13067300707272886,-0.6399970068996458,-0.050000701051261205,0.13081270682180787,0.42141938749612107,0.028331265760796805
PWM_ TRIAL_PRE,,-0.09673551516682835,0.015158615890924949,0.1368797554506155,0.20094400946312033,0.09616240323407357,-0.07361417094058835,0.12131105537235204,-0.03375877896651529,0.03423681251264965,-0.0036698292313041337,0.06163352417782671,0.09599465786306663,0.08479342697310405,0.0637230385546422,-0.013807074730168846,0.0312209565106668,0.056646444317455254,0.026430154349256895,-0.0309062848243786,-0.13818435444414393,0.12623076074859013,-0.023245211486809726,0.07599305664064321,-0.008475473458476601,0.07120822028912459,0.01662541300826578,-0.07690500633849517,0.12260789667217248,-0.11864464009554798,0.7571432967683549,1.0,0.8747809998627407,0.6903990539110825,0.8903343144412244,0.9192502247723582,-0.06015136459970272,0.18297620942326553,0.1030692499853863,0.2308971477998868,0.16341496871211905,0.17156762321244431,-0.07002473185092353,0.15998584614366532,-0.13386898235414008,-0.0811661197890493,0.2127369292883595,0.031528841532127,0.037139761646957675,0.06153021377102533,-0.9258200997725514,0.0766065616840964,-0.727606875108999,-0.03877356163700214,0.018521857686733374,0.023863832162377092,0.18260118506382433,-0.057503173175954055,0.06714170263797042,0.08123196716829974,0.07416796441300993,0.12909905154665935,0.12149047239773937,0.11000573290772298,0.11727081548950255,0.05510151663619708,-0.0572023241166974,-0.05042774038347301,-0.0028706020545588174,-0.035920416053312615,-0.04132111839522295,-0.02773400766374763,-0.035381641060756516,-0.019677529216457015,0.0574021973292817,0.06801691767555654,0.04486502623337244,-0.11587984152240595,-0.022280028548496405,-0.0449476045123918,0.002421849250625583,0.034979716120635364,-0.045862494324348496,0.08129223867689882,-0.06862362361626623,-0.041299663960277296,0.04867339438161456,0.0016352242357395702,-0.0018890165465171398,-0.03610270631861435,-0.008526935358715609,-0.009897480924533868,0.0015302758112119433,0.02199048309306392,-0.019050887946080435,-0.16489149428449681,0.01808797578551878,0.05596468326264842,0.02454211713658642,-0.038923202521376064,-0.09727895150918948,-0.10934981523211881,0.3027240694795379,0.6741262198497184,0.7031647004896182,0.005260806328242334,0.01251359927030462,-0.02039707584569373,-0.09344266390384355,-0.04128789681759252,-0.06316237442869281,-0.03309606418141389,0.05121367470701536,-0.04620741226712359,0.09238512042949742,-0.059423226822118355,-0.07982165800303094,0.12798353727274575,-0.17962367246634675,-0.11969471932205802,-0.6145742704500109,-0.0110791824290934,-0.03868852670839658,0.05898862191961232,-0.5421657784744813,0.17465830352881187,0.09494516306995594,0.3340103880447278,0.13514571448288573
PWM_ ACC_PRE,,-0.02095824366862217,0.049323505103547896,0.17149628929601532,0.19462672977020237,0.09208279270232163,-0.003026103556987177,0.09616309713012909,-0.03650663359260229,-0.03697294208905923,-0.046472408575190666,0.03219282494246867,0.1025634078731514,0.14561768019568008,0.045754339257613096,-0.03824043415941146,-0.013586815401806833,0.07888494069393849,-0.0011908952257466932,-0.002896695097842733,-0.12910540954821242,0.18959711747901128,0.021908789819324054,0.1180150875397451,-0.0028865568006903263,0.03919491814120415,0.05083338453914952,-0.014912454341771306,0.14492416251620127,-0.1409470659929996,0.762044928982705,0.8747809998627407,1.0,0.3891060090586726,0.9126249265430594,0.9365152462713574,-0.05981295589059254,0.182884002475911,0.07710469274093266,0.18626728143486046,0.16574710528355202,0.11543690795282247,-0.06774719473143027,0.13861190896539863,-0.16233966023663335,-0.07745321082223403,0.06375686223476576,0.013568467518395896,-0.08008473562090668,0.04699346786509314,-0.8372183582789213,0.03691622379186135,-0.816496580927726,-0.04510494846063228,0.03284638976830632,0.031548879657980276,0.17703768966429165,-0.04443347033095819,0.07158342318628307,0.08518509180068715,0.05638280745573015,0.13333316478845636,0.1407422761783382,0.1782981090128751,0.129690374134189,0.10866107359888662,0.01613095764392764,-0.16272837452684596,-0.08189498650275723,-0.1569730484941415,0.009324971807742563,0.0037818872169371426,0.0008314635260847309,-0.04611487519930618,-0.023049481456081333,-0.02471733833211886,-0.03756490714039752,-0.08441962463433658,-0.04920046139004696,-0.060687298489264824,0.021342417181622567,0.052641569034537324,-0.020776136581364325,0.0738393312569204,-0.05715238410859763,-0.0007099752899883637,0.06288595158595076,0.034996456133006955,-0.03556137111082877,-0.08118190522582926,-0.0677346816589358,-0.034587646682850706,-0.08091284316906365,0.003413480688946039,-0.044921644321266004,-0.15746741350747298,0.01022334882143144,-0.018571320002048995,-0.022469785917088578,-0.04723987255495365,-0.08616174423202384,-0.09867166043182601,0.33475383144072207,0.649769729199634,0.7088989038664455,-0.0996618061445889,-0.06822253083060703,-0.14237687502011345,-0.053777704553675226,-0.040450794971070736,-0.05298979070697047,0.02448753304557569,-0.0027212297231715347,-0.07156864423526357,0.010167204994473834,-0.06342104108605066,-0.01832797349829782,0.09634048462266433,-0.07991461075674802,-0.06715519612426508,-0.7187376863100516,-0.1028309481921124,-0.09963736344924864,0.0569749708150118,-0.5744801740750195,0.13151607955266137,0.10553314322031124,0.363909263390561,0.14590559270062722
PWM_ OST_PRE,,-0.19081096479570087,0.07416872778908405,0.11361250555480105,0.22494014036153928,0.05344736475818864,-0.16505583983082434,0.13677088477141505,-0.08486358452925355,0.09169035865456789,-0.005994232323553645,0.10341919744554219,-0.03417521693627316,0.11149772214429707,0.2243717345095179,0.2095766681351604,0.12815660045203617,0.17590931644508134,0.0309183418649135,-0.03769149284630843,-0.22923499153035007,0.019438699523926146,-0.07367628328375332,-0.3137565868291919,0.44628976362403844,-0.2798196316661705,-0.46922937940071147,-0.2797624220270269,0.01676899942209,-0.014916740283455781,0.30496704590201174,0.6903990539110825,0.3891060090586726,1.0,0.34117016383782306,0.36705039403451156,-0.2927411059200743,0.2663177286854058,0.1020834158149808,0.2654035942830187,0.10816242814243147,0.24853450535797844,-0.04688072309384953,0.16565083190705193,-0.05173501289295852,0.0031772525031307833,0.3165571568323276,0.06043597341831162,0.1765565131041881,0.07666149967857491,-1.0,0.05965841433738255,-0.5773502691896258,0.03308619387381306,-0.0027188861115772117,0.03593345293258873,0.11624791195290214,-0.09018490254713879,0.012033035609896086,0.01629304212820006,0.06441987899501621,0.11930523440441959,0.10355239134843823,-0.008312813341360822,0.07714065048244573,-0.02228124549277311,-0.043000051445472386,0.06557583216946967,0.04728433222839329,0.07140211509474187,-0.06577660319186189,-0.09460931017255576,0.01875432163729978,0.07622092349948423,0.07697211904419377,0.07771480314280493,0.12837975461787884,-0.12758331418261576,-0.02021376237368004,-0.045828806534925264,-0.01312896019383129,-0.011624625774509678,-0.02769131757571527,0.020964397206559644,-0.09170178211755381,-0.050371490813670344,0.08071875290998373,-0.04943666084755828,0.049707760188265365,0.03981345364069903,0.1024326930121893,0.09682517665783837,0.07300214322216239,0.07497952808732773,0.07996661485991252,-0.04732218155408127,-0.06110418893528625,0.11292705454094905,0.016816516244500986,-0.04836038109941518,-0.32775882113261845,-0.3706126618846017,0.12183140921459078,0.2521661433769693,0.20906434572662844,0.10973292386856626,0.06589083301840121,0.08943508110901704,-0.11205429870380362,-0.047922072858664504,-0.07129423966393862,-0.08289600851821173,0.11332275051693669,0.032381219584096954,0.031188798573353653,-0.0813995078997784,-0.13124791736669408,0.1621262202345749,-0.18067393734205903,-0.09862087299664646,-0.20294123017621082,-0.04396605817103517,0.06021172713543377,0.33350530195668193,-0.12487202921701594,0.23162385120073095,0.05873656586632186,0.07255353294960457,0.02936351917035727
PWM_ MATT_PRE,,-0.0324609849297491,0.009102039824746637,0.11966836536074724,0.16179521050869347,0.09859813144082917,-0.02805681226144147,0.07793531425037667,-0.0391457605587658,0.008248795543653169,-0.02254268944648361,-0.027075585500120583,0.1759651994380399,0.04738345932322478,-0.026642957586515633,-0.1235664285631635,-0.04335564253523174,-0.02581129345331877,0.024218127260129896,-0.024957637288380935,-0.0128168868152169,0.15619107104245475,0.01153885318815178,0.2544433558627784,-0.23249857023358753,0.2942337388405402,0.26232516740511974,-0.02777804865823877,0.16850925492344043,-0.16435948599158878,0.8243740116899932,0.8903343144412244,0.9126249265430594,0.34117016383782306,1.0,0.97630277066069,0.16907041686831117,0.12632575735548385,0.0855273486293628,0.16276264484769998,0.16958881134188483,0.11860250800743671,-0.08878589171590955,0.11393960974850822,-0.17244079627051023,-0.08033840611641668,0.18222549562343987,0.0006400822360525146,-0.016847702586213896,0.04383082160129586,-0.9509329651839316,0.055073462421897916,-0.7703288865196432,-0.034808405327223374,0.03323040700992087,0.03601916493015403,0.18399509381514745,-0.02236127767268068,0.08756150640668747,0.1449296767508146,0.053931986033051604,0.09859348989641266,0.10633848739858275,0.13818305512387064,0.11228446573954894,0.09043336117374695,0.010604905981998824,-0.09092192169258248,0.042631361797138514,-0.042744954091160414,-0.04279432064688678,-0.018408962073984302,-0.03071781257701248,-0.035088835225290944,0.044541914125035297,0.05659944875240474,-0.018874404839352394,-0.05552262125548835,-0.011733742734403625,-0.02143890444439132,0.0005528943697358686,0.03388022657605923,-0.02777941846417135,0.0596267965719418,0.010882575523655728,-0.009953672731546313,-0.03360055899525911,0.0062379693256912425,-0.0067320151866185765,-0.0705845641865229,-0.07505774522442803,-0.0626850174385886,-0.05333522111719233,-0.01436334399852754,-0.07441243942653655,-0.18406214451491354,0.012218610941361152,0.017823967155373745,-0.0010789748930738544,-0.006261951171505587,0.08706897743099326,0.08636880318172731,0.32667526447266454,0.7392264070595654,0.7974596655757611,-0.04508757224046849,0.022430204501240888,-0.03971594541371159,-0.05493023785286088,-0.012792117592134814,-0.028294924022347106,-0.008029921227044176,-0.023640333062688177,-0.09031456347317356,0.1924760475855064,0.016449512988104178,-0.011219854299052149,0.10883403357288012,-0.06628646960044488,-0.1178767242238768,-0.6673615310096956,0.006241341013415248,-0.03154359927220196,-0.11776761639311793,-0.6430097654763509,0.11901689173121384,0.10036491518971805,0.5855703392606233,0.1694696603173857
