"block","model_type","outcome","outcome_label","pre_col","outcome_family","n","predictor","predictor_label","predictor_family","status","beta_standardized","se_hc3","ci_low","ci_high","p_value","r_squared","adj_r_squared","age_only_r_squared","delta_r_squared_vs_age","partial_r_squared","vif","formula","residual_skewness","residual_excess_kurtosis","max_abs_studentized_residual","max_leverage","max_cooks_distance","cooks_threshold_4_over_n","n_cooks_above_threshold","breusch_pagan_p","q_fdr_bh","significant_raw_p05","significant_fdr05"
"abas_subscales","separate","PWM_ACC","Moles WM-planning accuracy","PWM_ACC_PRE","Moles working-memory planning",92,"ABAS_Selfdirection","ABAS Self-Direction","ABAS-II","ok",-0.0206622514848428,0.127818021297375,-0.271180969802871,0.229856466833185,0.871578595162796,0.0332240906054868,0.0114987892707786,0.0328572528004428,0.000366837805043915,0.000379300580091391,,"outcome_z ~ ABAS_Selfdirection_z + age_z",-0.0330688577062656,-0.293950090841768,2.99891305402708,0.121457522244162,0.0848110702983967,0.0434782608695652,6,0.0648105265981089,0.896480840738876,"False","False"
"abas_subscales","separate","PWM_EFF","Moles WM-planning tile difference (EFF)","PWM_EFF_PRE","Moles working-memory planning",96,"ABAS_Health_saf_sic","ABAS Health and Safety","ABAS-II","ok",-0.0123996093272342,0.143106966340515,-0.29288410929143,0.268084890636962,0.930953105496601,0.0143355818759702,-0.00686150238476158,0.0141987764362702,0.000136805439700002,0.000138775887501468,,"outcome_z ~ ABAS_Health_saf_sic_z + age_z",-2.80759266912541,18.7811385154077,8.63658296306341,0.0934592005307901,0.628247062975876,0.0416666666666667,5,0.274613734188021,0.944065121066975,"False","False"
"abas_subscales","separate","PWM_EFF","Moles WM-planning tile difference (EFF)","PWM_EFF_PRE","Moles working-memory planning",96,"ABAS_fun_acc","ABAS Functional Academics","ABAS-II","ok",0.00660136719880705,0.156870164756503,-0.300858505972803,0.314061240370417,0.966433548272547,0.0164725513459202,-0.00467857658212445,0.0164471899759948,2.53613699253905e-05,2.57854684233008e-05,,"outcome_z ~ ABAS_fun_acc_z + age_z",-2.93155620887537,19.8063194787437,8.76062253771765,0.0956630810528072,0.4801021524947,0.0416666666666667,5,0.381247687103072,0.966433548272547,"False","False"
"brief_indices","separate","CBT_B_SPAN","Corsi backward span","CBT_B_SPAN_PRE","Corsi",96,"BRIEF_CRI","BRIEF Cognitive Regulation Index","BRIEF-2","ok",-0.294314798880226,0.0858224651992424,-0.462523739735183,-0.126105858025268,0.000605041026001204,0.195450352022886,0.178148209055636,0.114737866022369,0.0807124860005164,0.0911735438608018,,"outcome_z ~ BRIEF_CRI_z + age_z",-0.120943110603546,-0.918940677385655,2.04915921496105,0.102784428090971,0.0979522645275607,0.0416666666666667,2,0.601137946810766,0.0163361077020325,"True","True"
"brief_indices","separate","TOL_VIO_REG","Tower of London rule violations","TOL_VIO_REG_PRE","Tower of London",96,"BRIEF_CRI","BRIEF Cognitive Regulation Index","BRIEF-2","ok",0.359585243145819,0.118357410705359,0.127608980859899,0.591561505431739,0.00238050949219767,0.196058921951033,0.17876986650912,0.0755774554276971,0.120481466523336,0.130331596985314,,"outcome_z ~ BRIEF_CRI_z + age_z",1.39650921347856,2.47210555838205,3.98033291989686,0.102784428090971,0.195541491637695,0.0416666666666667,7,0.0692034031390248,0.0298914087148252,"True","True"
"brief_indices","separate","PLANNING_ACC","Moles planning accuracy","PLANNING_ACC_PRE","Moles planning",91,"BRIEF_BRI","BRIEF Behavioral Regulation Index","BRIEF-2","ok",-0.298230504572959,0.101565924118171,-0.497296057901103,-0.0991649512448154,0.00332126763498057,0.114923190122634,0.0948078080799667,0.0261038723435391,0.088819317779095,0.0911999906939002,,"outcome_z ~ BRIEF_BRI_z + age_z",-3.70295319633682,16.1695755401729,7.63920112477119,0.133876197467483,0.991762436007764,0.043956043956044,4,0.105134110831364,0.0298914087148252,"True","True"
"brief_indices","separate","TOL_VIO_REG","Tower of London rule violations","TOL_VIO_REG_PRE","Tower of London",96,"BRIEF_BRI","BRIEF Behavioral Regulation Index","BRIEF-2","ok",0.320968249915123,0.125077601851227,0.0758206550140769,0.566115844816168,0.0102833489445586,0.178288169252113,0.160616947085492,0.0755774554276971,0.102710713824416,0.111107971595324,,"outcome_z ~ BRIEF_BRI_z + age_z",1.39324996224131,2.8497906308399,3.73019847954554,0.130602387384267,0.266737526238433,0.0416666666666667,6,0.156878955147491,0.0694126053757708,"True","False"
"brief_indices","separate","WM_ACC","Moles working-memory accuracy","WM_ACC_PRE","Moles working memory",91,"BRIEF_CRI","BRIEF Cognitive Regulation Index","BRIEF-2","ok",-0.199443254030996,0.0848481151038287,-0.365742503790609,-0.0331440042713823,0.0187436010895563,0.131283524618208,0.111539968359531,0.0946333567585447,0.0366501678596636,0.0404810229460697,,"outcome_z ~ BRIEF_CRI_z + age_z",1.15125560147094,2.55766209200846,4.53201446446202,0.104206831200533,0.102389684653875,0.043956043956044,4,0.620636612650255,0.101215445883604,"True","False"
"brief_indices","separate","PLANNING_ACC","Moles planning accuracy","PLANNING_ACC_PRE","Moles planning",91,"BRIEF_CRI","BRIEF Cognitive Regulation Index","BRIEF-2","ok",-0.181712673799821,0.0836611765359148,-0.345685566714461,-0.0177397808851802,0.0298551234464047,0.0565272692344763,0.0350847071716235,0.0261038723435391,0.0304233968909372,0.0312388518929084,,"outcome_z ~ BRIEF_CRI_z + age_z",-3.77899146998243,16.2932548171346,7.63437918508631,0.104206831200533,0.892090372052502,0.043956043956044,4,0.225825433474582,0.131747506546398,"True","False"
"brief_indices","separate","CBT_F_SPAN","Corsi forward span","CBT_F_SPAN_PRE","Corsi",96,"BRIEF_CRI","BRIEF Cognitive Regulation Index","BRIEF-2","ok",-0.235959490358849,0.111395375611386,-0.454290414601477,-0.0176285661162215,0.0341567609564735,0.120526573419672,0.101613166396439,0.0686475941168177,0.0518789793028544,0.0557028456416113,,"outcome_z ~ BRIEF_CRI_z + age_z",-1.38305889438786,2.62249315986441,3.63463513273165,0.102784428090971,0.203434332588474,0.0416666666666667,8,0.634979878808624,0.131747506546398,"True","False"
"brief_indices","separate","TOL_VIO_REG","Tower of London rule violations","TOL_VIO_REG_PRE","Tower of London",96,"BRIEF_ERI","BRIEF Emotional Regulation Index","BRIEF-2","ok",0.265608974974743,0.132990960647112,0.00495148183702021,0.526266468112465,0.0458039278139432,0.145690157167407,0.127317902482835,0.0755774554276971,0.0701127017397095,0.0758448635327778,,"outcome_z ~ BRIEF_ERI_z + age_z",1.42592669585539,2.60306329081978,3.78710503426078,0.221952801401949,0.263467143574676,0.0416666666666667,8,0.224761027302635,0.154588256372058,"True","False"
"brief_indices","separate","CBT_B_SPAN","Corsi backward span","CBT_B_SPAN_PRE","Corsi",96,"BRIEF_ERI","BRIEF Emotional Regulation Index","BRIEF-2","ok",-0.186822244397159,0.100247147149331,-0.383303042362734,0.00965855356841694,0.0623755691988182,0.149424997091967,0.131133061545558,0.114737866022369,0.0346871310695977,0.0391828925447682,,"outcome_z ~ BRIEF_ERI_z + age_z",-0.109399716144844,-1.03237140543484,1.92640560098363,0.221952801401949,0.123628708617963,0.0416666666666667,5,0.99296990728833,0.187126707596455,"False","False"
