ID,group,sex,age,class,section,hand,semestre,"eta_2 (gruppo 1 5 e 6 anni del primo semestre, gruppo 2 6 anni e 7 anni primo semestre e gruppo 3 7 anni secondo semestre ",NOTE,CBT_F_SPAN_PRE,CBT_B_SPAN_PRE,TOL_TP_PRE,TOL_TE_PRE,TOL_TR_PRE,TOL_ACC_PRE,TOL_VIO_REG_PRE,Raven_ACC_PRE,RAVEN_T_PRE,WM_SPAN_PRE,WM_TRIAL_PRE,WM_ACC_PRE,PLANNING_TP_PRE,PLANNING_TE_PRE,PLANNING_TR_PRE,PLANNING_SPAN_PRE,PLANNING_TRIAL_PRE,PLANNING_ACC_PRE,PLANNING_OST_PRE,PLANNING_MATT_PRE,PLANNING_MATTI_MIN_PRE,PLANNING_PERC_PRE,PWM_TP_PRE,PWM_TE_PRE,PWM_TR_PRE,PWM_TRIAL_PRE,PWM_ACC_PRE,PWM_OST_PRE,PWM_MATT_PRE,PWM_ MATT_MIN_PRE,PWM_PERC_PRE,ABAS_comm_use,ABAS_comm_use_supp,ABAS_fun_acc,ABAS_fun_acc_suppongo,ABAS_school_liv,ABAS_school_liv_suppongo,ABAS_Health_saf_sic,ABAS_Health_saf_suppongo,ABAS_Leisure,ABAS_Leisure_suppongo,ABAS_Selfcare,ABAS_Selfcare_suppongo,ABAS_Selfdirection,ABAS_Selfdirection_suppongo,ABAS_soc,ABAS_soc_suppongo,BRIEF_Inhibit,BRIEF_SelfMonitor,BRIEF_BRI,BRIEF_shift,BRIEF_Em_Con,BRIEF_ERI,BRIEF_Initiate,BRIEF_wm,BRIEF_plann,BRIEF_TaskMonitor,BRIEF_OrganizMaterial,BRIEF_CRI,CBT_F_SPAN_POST,CBT_B_SPAN_POST,TOL_TP_POST,TOL_TE_POST,TOL_TR_POST,TOL_ACC_POST,TOL_VIO_REG_POST,Raven_ACC_POST,RAVEN_T_POST,WM_SPAN_POST,WM_TRIAL_POST,WM_ACC_POST,PLANNING_TP_POST,PLANNING_TE_POST,PLANNING_TOT_POST,PLANNING_span_POST,PLANNING_trial_POST,PLANNING_ACC_POST,PLANNING_OST_POST,PLANNING_MATT_POST,PLANNING_MATTI_MIN_POST,PLANNING_PERC_POST,PWM_TP_POST,PWM_TE_POST,PWM_T_POST,PWM_TRIAL_POST,PWM_ACC_POST,PWM_OST_POST,PWM_MATT_POST,PWM_MATT_MIN_POST,PWM_PERC_POST,PLANNING_EFF_PRE,PLANNING_EFF_POST,PWM_EFF_PRE,PWM_EFF_POST
SPR21,1,F,7,2,spa,D,1,2,,4,0,95,149,244,28,2,22,299,2,3,2,49,210,259,8,8,16,0,83,61,"73,49",16,110,126,7,7,3,40,36,90,26,6,36,7,46,3,26,6,44,1,54,1,56,,59,,11,7,18,14,9,23,8,14,12,8,5,47,4,3,102,90,192,31,0,21,297,3,4,4,35,165,200,8,8,16,0,81,61,"75,31",3,34,37,3,2,2,12,8,"66,67",22,20,4,4
SPR22,1,F,7,2,spa,D,1,2,,6,5,278,119,397,26,2,25,363,4,6,3,104,227,331,8,8,16,0,69,61,"88,41",4,30,34,3,2,2,10,8,80,25,6,34,9,45,4,30,6,44,1,54,1,58,,43,1,8,5,13,8,8,16,5,8,8,7,5,33,7,5,217,102,319,32,0,29,350,3,4,4,112,196,308,8,8,16,0,61,61,100,24,53,77,4,4,2,18,18,100,8,0,2,0
SPR23,1,M,7,2,spa,D,1,2,,6,6,28,76,104,25,2,24,278,3,4,4,39,211,250,8,8,16,0,85,61,"71,76",8,43,51,4,4,2,24,18,75,30,5,44,7,46,4,27,6,46,1,48,2,59,,59,,9,5,14,8,8,16,4,8,8,7,5,32,5,5,89,76,165,31,1,32,302,3,5,3,33,296,329,8,9,15,1,169,63,"37,28",56,57,113,6,8,2,48,36,75,24,106,6,12
SPR25,1,F,7,2,spa,D,1,2,,4,5,38,86,124,25,3,21,247,5,7,3,46,142,188,8,8,16,0,67,61,"91,04",13,115,128,6,5,3,36,28,"77,78",29,5,41,7,49,3,30,5,44,1,50,2,58,,57,,11,5,16,9,8,17,4,8,8,7,5,32,5,4,69,67,136,29,0,27,360,4,5,4,46,147,193,8,8,16,0,73,61,"83,56",27,64,91,6,5,3,36,26,"72,22",6,12,8,10
PPR01,2,F,6,1,prb,D,2,2,,3,0,98,170,268,23,3,12,257,2,4,1,107,367,474,8,8,16,0,71,61,"85,92",3,28,31,3,2,2,10,8,80,13,4,14,1,39,,23,,34,,41,,39,,52,,8,5,13,8,8,16,4,8,8,7,5,32,5,0,76,112,188,33,0,21,406,3,4,2,52,320,372,8,8,16,0,73,61,"83,56",35849,-35744,105,3,2,2,12,8,"66,67",10,12,2,4
PPR02,2,F,6,1,prb,D,2,2,,5,5,119,165,284,23,3,17,373,2,4,1,39,305,344,8,8,16,0,87,61,"70,11",19,155,174,9,8,4,48,44,"91,67",17,3,28,,42,,30,1,33,,41,2,44,,38,,13,10,23,13,10,23,6,9,15,9,7,46,5,4,89,111,200,29,0,23,245,2,4,1,55,181,236,8,8,16,0,73,61,"83,56",17,85,102,8,6,4,43,37,"86,05",26,12,4,6
PPR03,2,F,6,1,prb,D,2,2,,4,0,70,90,160,24,1,27,344,1,2,0,62,325,387,8,8,16,0,69,61,"88,41",19,124,143,6,5,3,36,26,"72,22",18,5,22,,43,,35,,45,,50,,50,,53,,8,8,16,8,8,16,4,8,8,6,5,31,4,4,47,118,165,30,0,25,311,6,9,2,46,371,417,8,8,16,0,65,61,"93,85",3,15,18,4,1,3,9,9,100,8,4,10,0
PPR04,2,M,6,1,prb,D,2,2,,6,3,119,110,229,26,3,24,365,3,4,4,46,189,235,8,8,16,0,77,61,"79,22",8,38,46,4,4,2,22,18,"81,82",18,4,21,1,41,,33,,42,,45,1,55,,49,,8,5,13,8,8,16,4,8,8,6,5,31,5,3,50,89,139,32,0,26,220,3,4,4,26,82,108,8,8,16,0,61,61,100,30,86,116,7,10,2,51,45,"88,24",16,0,4,6
PPR05,2,F,6,1,prb,D,2,2,,5,4,53,87,140,26,4,26,329,2,4,1,45,186,231,8,8,16,0,71,61,"85,92",9,58,67,4,4,2,20,18,90,18,5,22,1,43,,31,,43,,53,1,51,,50,,8,5,13,8,8,16,4,8,9,6,5,32,6,3,74,122,196,26,1,31,274,3,5,3,28,84,112,8,8,16,0,65,61,"93,85",26,36,62,4,5,1,34,26,"76,47",10,4,2,8
PPR06,2,M,6,1,prb,S,2,2,,0,3,28,102,130,16,3,15,394,,,,,,,,,,,,,,,,,,,,,,,10,4,15,,35,,26,,33,,29,1,29,,29,1,8,6,14,11,10,21,4,15,13,10,6,48,3,0,61,148,209,26,1,15,349,2,3,2,66,165,231,8,9,15,1,68,62,"91,18",140,64,204,8,9,3,59,43,"72,88",0,6,0,16
PPR07,2,M,6,1,prb,D,2,2,,3,0,68,82,150,21,13,14,358,1,2,0,46,466,512,8,9,15,1,92,60,"65,22",32866,-32653,213,8,9,3,51,47,"92,16",19,2,22,,31,,27,2,28,,26,2,37,,36,,12,10,22,16,12,28,8,16,16,12,10,62,4,0,27,167,194,27,4,14,305,1,2,0,38,152,190,8,9,15,1,67,61,"91,04",0,0,0,2,0,2,0,0,95,32,6,4,0
PPR08,2,M,6,1,prb,D,2,2,,4,0,31,139,170,17,12,16,323,,,,,,,,,,,,,,,,,,,,,,,14,5,21,1,36,1,26,3,38,,43,1,39,,41,,8,8,16,8,8,16,4,8,8,6,5,31,5,3,89,122,211,27,0,25,456,2,3,2,55,167,222,8,8,16,0,61,61,100,10,59,69,5,6,2,28,28,100,0,0,0,0
PPR09,2,F,6,1,prb,S,2,2,,3,4,139,114,253,29,2,20,477,4,5,2,65,291,356,8,8,16,0,89,61,"68,54",5,20,25,3,2,2,10,8,80,18,5,21,1,38,,29,,37,,47,1,51,,34,,9,6,15,9,8,17,4,8,8,6,5,31,3,3,179,157,336,31,0,26,328,4,5,2,74,214,288,8,9,15,1,60,58,"96,67",15,145,160,6,5,3,30,26,"86,67",28,2,2,4
PPR10,2,M,6,1,prb,D,2,2,,3,0,142,115,257,24,2,19,343,1,2,0,39,180,219,8,8,16,0,63,61,"96,83",13,52,65,4,4,2,26,18,"69,23",21,3,29,2,38,,29,2,38,2,37,,51,,38,,16,10,26,10,16,26,5,8,12,8,6,39,4,4,71,150,221,30,1,27,340,3,5,3,28,134,162,8,8,16,0,61,61,100,40,39,79,5,6,2,30,28,"93,33",2,0,8,2
PPR11,2,M,6,1,prb,D,2,2,,4,3,111,122,233,31,1,17,508,3,5,3,90,472,562,8,8,16,0,77,61,"79,22",122,28,150,5,6,2,30,28,"93,33",11,4,10,2,34,,22,2,34,,43,1,37,,46,,8,5,13,9,8,17,5,11,9,8,6,39,3,3,133,192,325,34,0,23,440,0,2,0,63,191,254,8,8,16,0,69,61,"88,41",8,39,47,3,2,2,8,8,100,16,8,2,0
PPR12,2,F,6,1,prb,D,2,2,,3,0,66,126,192,29,2,13,505,1,2,0,58,344,402,8,12,11,5,61,49,"80,33",56,93,149,7,7,3,40,38,95,14,4,21,,37,,26,2,34,,37,2,38,,31,,17,14,31,16,15,31,8,16,16,12,10,62,3,0,37,132,169,28,1,19,321,4,6,1,82,253,335,8,9,15,1,90,62,"68,89",34,98,132,7,7,3,40,38,95,12,28,2,2
PPR13,2,F,6,1,prb,D,2,2,,4,0,85,188,273,24,3,16,338,2,3,0,156,405,561,8,9,15,1,83,63,"75,9",5,20,25,3,2,2,10,30,300,14,4,17,,42,,27,1,35,1,44,1,38,,34,,12,9,21,16,11,27,15,15,16,12,7,65,4,3,50,292,342,28,0,19,321,2,3,2,156,293,449,8,9,15,1,109,63,"57,8",10,29,39,3,2,2,8,8,100,20,46,-20,0
PPR14,2,F,6,1,prb,D,2,2,,3,3,57,88,145,24,4,19,432,2,3,0,59,158,217,8,8,16,0,69,61,"88,41",18,76,94,6,5,3,28,28,100,18,3,27,1,26,,25,1,33,,43,,41,,40,,12,10,22,16,11,27,8,13,16,12,8,57,4,0,61,76,137,26,0,24,330,2,4,1,34,135,169,8,8,16,0,71,61,"85,92",15,90,105,5,6,2,40,28,70,8,10,0,12
PPR15,2,M,6,1,prb,S,2,2,,4,0,45,99,144,18,6,15,376,3,6,2,82,212,294,8,8,16,0,69,61,"88,41",34926,-34758,168,7,7,3,42,38,"90,48",22,2,21,,23,,30,1,32,,36,1,38,,40,,16,11,27,16,11,27,8,17,16,12,10,63,4,0,35,150,185,25,3,12,290,4,6,5,61,181,242,8,9,15,1,80,60,75,0,0,0,2,0,2,0,0,95,8,20,4,0
PPR16,2,F,6,1,prb,D,2,2,,5,3,62,126,188,23,1,15,292,1,2,0,42,205,247,8,8,16,0,69,61,"88,41",34008,-33930,78,4,4,2,20,18,90,14,4,16,1,42,,32,,42,,49,1,46,,53,,8,5,13,8,8,16,4,8,8,6,5,31,5,4,46,86,132,22,2,24,306,2,3,2,42,153,195,8,8,16,0,71,61,"85,92",52,95,147,9,5,5,44,37,"84,09",8,10,2,7
PPR17,2,F,6,1,prb,D,2,2,,4,3,30,121,151,22,9,14,303,,,,,,,,,,,,,,,,,,,,,,,17,4,28,1,46,,29,2,34,1,44,,43,,36,1,14,10,24,10,14,24,6,8,14,7,6,41,4,3,71,97,168,28,1,21,250,4,5,2,32,127,159,8,8,16,0,67,61,"91,04",17,60,77,5,6,2,30,28,"93,33",0,6,0,2
PPR20,1,F,6,1,pra,D,2,2,,4,0,89,123,212,19,4,15,333,4,6,1,60,583,643,8,8,16,0,117,61,"52,14",10,70,80,5,3,3,26,18,"69,23",28,,42,,53,,48,,42,,56,,58,,52,,8,5,13,9,8,17,5,8,8,7,5,33,4,0,170,144,314,29,0,21,330,3,4,4,45,108,153,8,8,16,0,67,61,"91,04",16,75,91,7,7,3,36,36,100,56,6,8,0
PPR21,1,F,6,1,pra,D,2,2,,0,0,182,206,388,30,0,29,515,1,2,0,233,680,913,8,8,16,0,71,61,"85,92",9,83,92,3,2,2,10,8,80,21,,39,,46,,48,,45,,56,,62,,54,,8,5,13,8,8,16,4,8,8,6,5,31,0,0,132,158,290,29,0,25,396,2,3,0,121,454,575,8,8,16,0,69,61,"88,41",49,121,170,6,8,2,36,36,100,10,8,2,0
PPR22,1,M,6,1,pra,D,2,2,,4,3,96,110,206,26,1,18,480,3,4,2,39,163,202,8,8,16,0,67,61,"91,04",9,81,90,5,3,3,23,19,"82,61",24,,37,,48,,45,,41,,54,,56,,53,,8,5,13,8,8,16,4,8,8,7,5,32,0,4,108,91,199,28,0,17,316,3,5,1,24,101,125,8,8,16,0,65,61,"93,85",10,29,39,4,4,2,20,18,90,6,4,4,2
PPR23,1,F,6,1,pra,D,2,2,,5,5,90,110,200,29,1,29,306,2,3,2,42,117,159,8,8,16,0,61,61,100,16,74,90,6,8,2,0,36,"91,67",30,,39,,47,,48,,44,,57,,52,,48,,8,5,13,8,8,16,4,8,8,6,5,31,4,4,82,134,216,31,0,27,208,2,3,2,40,120,160,8,8,16,0,67,61,"112,96",9,63,72,5,6,2,32,28,"87,5",0,6,-36,4
PPR24,1,M,6,1,pra,D,2,2,,4,3,73,115,188,26,1,21,343,3,4,4,81,285,366,8,8,16,0,83,61,"73,49",52,150,202,7,7,3,42,38,"90,48",29,,38,,51,,45,,45,,50,,49,,48,,11,5,16,8,8,16,5,8,8,6,5,32,3,4,73,102,175,30,2,27,307,3,4,4,39,113,152,8,8,16,0,65,61,"93,85",29,43,72,5,6,2,28,28,100,22,4,4,0
PPR25,1,M,6,1,pra,D,2,2,,5,3,119,133,252,26,5,18,530,1,2,0,51,396,447,8,8,16,0,75,61,"81,33",32855,-32725,130,5,6,2,28,28,100,27,,38,,44,,47,,40,,56,,43,,44,,8,5,13,8,8,16,4,8,8,8,5,33,4,0,109,168,277,33,1,20,373,3,4,2,58,171,229,8,8,16,0,65,61,"93,85",3,13,16,3,2,2,0,8,100,14,4,0,-8
PPR26,1,M,6,1,pra,D,2,2,,4,3,56,132,188,24,3,19,309,1,2,0,51,259,310,8,8,16,0,89,61,"68,54",12,50,62,7,4,4,26,26,100,24,,36,,48,,45,,41,,54,,56,,55,,8,5,13,8,8,16,4,8,8,6,5,31,4,3,69,136,205,30,1,22,270,3,4,4,25,84,109,8,8,16,0,69,61,"88,41",7,32,39,7,4,4,26,26,100,28,8,0,0
PPR27,1,M,6,1,pra,S,2,2,,4,4,56,128,184,23,12,23,378,3,5,3,116,245,361,8,11,13,3,63,59,"93,65",8,50,58,3,2,2,10,8,80,21,,33,,31,,19,,30,,38,,36,,33,,21,12,33,15,21,36,8,11,13,9,8,49,4,3,76,121,197,27,4,28,300,2,3,2,52,93,145,8,9,15,1,71,63,"88,73",0,0,0,2,0,2,0,0,100,4,8,2,0
PPR28,1,F,6,1,pra,D,2,2,,4,3,48,109,157,22,1,19,428,2,3,2,93,313,406,8,8,16,0,73,61,"83,56",19,119,138,8,9,3,55,43,"78,18",24,,39,,45,,48,,45,,57,,63,,59,,8,5,13,8,8,16,4,8,8,6,5,31,4,3,75,91,166,27,0,21,310,3,4,2,37,122,159,8,8,16,0,63,61,"96,83",3,13,16,3,2,2,8,8,100,12,2,12,0
PPR29,1,F,6,1,pra,D,2,2,,4,0,208,191,399,27,2,15,312,3,5,1,39,296,335,8,8,16,0,85,61,"71,76",22,80,102,6,5,3,28,28,100,27,,34,,49,,46,,42,,55,,59,,54,,8,5,13,8,8,16,4,8,8,6,5,31,4,0,104,142,249,33,0,19,334,0,2,0,59,255,314,8,11,12,4,60,52,"86,67",0,0,0,2,0,2,0,0,90,24,8,0,0
AC04,2,M,6,0,ac,D,2,1,QUESTIOANARI MANCANTI,5,3,83,133,216,22,5,20,300,2,4,1,73,317,390,8,8,16,0,65,61,"93,85",18,86,104,6,8,2,36,36,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,74,149,223,51,0,19,338,2,4,1,63,227,290,8,9,15,1,84,60,"71,43",70,46,116,7,4,4,34,26,"76,47",4,24,0,8
AC05,2,M,6,0,ac,D,2,1,,0,0,89,151,240,23,2,15,268,1,2,0,74,345,419,8,8,16,0,77,61,"79,22",21,222,243,7,7,3,44,38,"86,36",18,,19,,39,,38,,45,,43,,52,,42,,14,9,23,11,15,26,4,9,10,11,6,40,3,0,35,147,182,25,0,14,288,1,1,0,64,319,383,8,8,16,0,77,61,"79,22",33,138,171,9,8,4,51,47,"92,16",16,16,6,4
AC06,2,M,6,0,ac,D,2,1,Sul MINEFIELD ha fatto 2 PLANNING perchè quasi alla fine della prima volta il pc si è bloccato,3,0,24,96,120,18,4,16,393,1,2,0,94,222,316,8,8,16,0,65,61,"93,85",0,0,0,2,0,2,0,0,"94,44",18,,20,,40,,40,,46,,46,,56,,55,,9,9,18,9,8,17,5,8,10,10,5,38,4,0,60,145,205,29,0,16,211,1,2,0,77,234,311,8,8,16,0,83,61,"73,49",4,18,22,4,1,3,9,9,100,4,22,0,0
AC08,2,F,6,0,ac,D,2,1,,3,0,76,104,180,31,2,21,290,3,5,3,123,135,258,8,8,16,0,75,61,"81,33",34,74,108,6,8,2,34,36,"105,88",18,,20,1,40,,40,,46,,46,,54,,49,,12,9,21,14,15,29,4,8,19,9,6,46,4,0,34,115,149,31,0,24,214,3,5,3,52,134,186,8,8,16,0,75,61,"81,33",9,59,68,6,5,3,30,28,"93,33",14,14,-2,2
AC09,2,F,6,0,ac,D,2,1,,3,0,54,153,207,29,7,15,467,2,4,1,41,447,488,6,8,11,2,42,40,"95,24",0,0,0,2,0,2,0,0,"86,36",17,1,11,,39,,38,,45,,43,,51,,46,,11,9,20,10,10,20,6,12,11,9,5,43,3,0,59,140,199,30,1,10,320,2,3,0,43,365,408,8,8,16,0,65,61,"93,85",14,164,178,6,5,3,31,29,"93,55",2,4,0,2
AC10,2,M,6,0,ac,D,2,1,,3,0,20,90,110,21,2,24,323,3,5,3,42,288,330,8,8,16,0,67,61,"91,04",17,100,117,5,6,2,28,28,100,20,,20,,44,,34,,39,,39,,53,,57,,8,7,15,9,9,18,5,9,10,6,5,35,3,3,30,99,129,30,4,24,394,3,5,3,44,110,154,8,8,16,0,63,61,"96,83",15,5,20,4,1,3,9,9,100,6,2,0,0
AC11,2,M,6,0,ac,D,2,1,,0,0,64,81,145,20,6,16,298,2,3,2,142,346,488,8,8,16,0,95,61,"64,21",109,66,175,8,6,4,48,36,75,bianco,,bianco,,36,,29,,36,,39,,45,,53,,12,8,20,13,9,22,6,14,14,9,6,49,3,0,69,209,278,27,2,18,333,3,4,2,55,294,349,8,8,16,0,93,61,"65,59",13,56,69,4,4,2,20,18,90,34,32,12,2
AC12,2,M,6,0,ac,D,2,1,,5,5,239,142,381,27,3,22,355,1,2,0,40916,-40504,412,8,8,16,0,75,61,"81,33",86,93,179,6,5,3,32,26,"81,25",36,5,33,3,43,2,41,1,48,,56,2,52,1,57,1,12,7,19,8,8,16,4,8,7,6,5,30,4,5,39,172,211,30,0,23,271,3,4,2,68,299,367,8,8,16,0,77,61,"79,22",42,182,224,8,9,3,55,47,"85,45",14,16,6,8
AC13,2,M,6,0,ac,D,2,1,,4,0,11,119,130,21,2,18,279,2,3,0,35,150,185,8,8,16,0,63,61,"96,83",8,14,22,3,2,2,8,8,100,,,,,,,,,,,,,,,,,IN BIANCO,,,,,,,,,,,,3,0,19,130,149,47,1,17,281,2,3,0,34,113,147,8,8,16,0,69,61,"88,41",16,93,109,7,7,3,48,34,"70,83",2,8,0,14
AC14,2,F,6,0,ac,D,2,1,,4,0,59,114,173,25,0,22,375,2,3,2,45,137,182,8,8,16,0,65,61,"93,85",5,13,18,3,2,2,8,8,100,30,2,24,1,45,2,45,1,47,1,57,3,56,,60,,11,6,17,8,8,16,4,9,9,4,6,32,4,0,33,83,116,24,0,16,239,1,2,0,33,153,186,8,8,16,0,73,61,"83,56",24,113,137,8,9,3,51,47,"92,16",4,12,0,4
AC15,2,M,6,0,ac,D,2,1,,6,5,112,85,197,28,1,28,325,6,7,8,52,130,182,8,10,14,2,71,61,"85,92",0,0,0,2,0,2,0,0,"81,25",27,3,21,3,38,1,36,2,46,3,46,4,50,2,51,3,13,8,11,8,18,26,4,10,9,6,5,34,4,6,19,104,123,28,0,19,248,1,2,0,38,108,146,8,8,16,0,67,61,"91,04",28,43,71,7,7,3,38,36,"94,74",10,6,0,2
AC16,2,M,6,0,ac,D,2,1,,4,0,28,113,141,21,4,15,371,2,4,1,33,180,213,8,8,16,0,71,61,"85,92",0,0,0,2,0,2,0,0,100,24,2,26,1,37,,43,1,47,,56,1,46,,49,,12,6,18,9,9,18,4,9,10,5,4,32,3,0,21,111,132,23,3,25,215,2,3,2,24,134,158,8,8,16,0,71,61,"85,92",24,77,101,8,9,3,53,47,"88,68",10,10,0,6
AC18,1,F,7,1,ac,D,2,3,Ha un occhio bendato con un cerotto,3,3,48,165,213,29,2,17,567,3,4,2,110,286,396,8,8,16,0,67,61,"91,04",0,0,0,2,0,2,0,0,100,27,1,16,,35,2,41,1,29,1,51,1,40,,51,,8,6,14,14,8,22,12,22,21,12,9,76,4,3,64,78,142,24,0,19,277,4,6,3,31,150,181,8,9,15,1,60,60,100,8,42,50,5,3,3,19,19,100,6,0,0,0
AC19,1,M,7,1,ac,D,2,3,,4,4,37,164,201,26,3,21,350,2,4,1,56,252,308,8,8,16,0,69,61,"88,41",27,25,52,4,4,2,24,18,75,35,3,38,9,48,3,43,1,51,,54,,61,,60,,8,6,14,8,10,18,4,9,9,9,6,37,4,5,65,126,191,26,0,21,331,3,5,3,57,159,216,8,8,16,0,77,61,"79,22",27,25,52,4,4,2,24,18,75,8,16,6,6
AC20,1,F,7,1,ac,D,2,3,,5,0,85,111,196,30,0,29,300,3,4,4,22,97,119,8,8,16,0,71,61,"85,92",15,57,72,6,8,2,38,36,"94,74",33,4,39,8,53,2,45,1,51,,57,,63,,60,,IN BIANCO,,,,,,,,,,,,5,4,43,108,151,28,0,28,225,3,4,4,32,105,137,8,8,16,0,67,61,"91,04",35,35,70,7,7,3,44,38,"86,36",10,6,2,6
AC21,1,M,7,1,ac,D,2,3,,5,0,91,138,229,25,2,27,380,2,4,1,39,122,161,8,8,16,0,61,61,100,44457,-44401,56,6,5,3,30,28,"93,33",30,4,40,8,43,3,59,1,44,1,46,2,57,,55,1,10,5,15,13,8,21,4,8,8,8,5,33,4,0,33,82,115,22,0,26,306,4,5,2,9,29,38,1,1,2,0,11,7,"63,64",24,0,24,4,1,3,13,9,"69,23",0,4,2,4
AC22,1,F,7,1,ac,D,2,3,,5,0,55,214,269,47,0,29,480,3,6,2,65,175,240,8,8,16,0,63,61,"96,83",35,118,153,10,7,5,51,45,"88,24",24,7,43,7,53,2,45,1,40,3,57,,63,,60,,8,7,15,12,9,21,7,11,10,8,5,41,5,4,95,156,251,29,0,28,313,3,5,3,47,147,194,8,8,16,0,69,61,"108,93",10,87,97,5,6,2,30,28,"93,33",2,8,6,2
AC23,1,M,7,1,ac,D,2,3,L. 104,5,0,59,114,173,21,8,23,360,4,7,2,27,117,144,8,9,15,1,60,60,100,18,126,144,7,7,3,46,34,"73,91",26,2,24,2,37,2,37,1,35,1,51,1,27,,34,,19,14,33,22,23,45,10,21,22,12,12,77,4,0,49,115,164,24,0,25,321,3,5,1,55,187,242,8,8,16,0,71,61,"85,92",54,77,131,8,6,4,40,38,95,0,10,12,2
AC24,1,M,7,1,ac,D,2,3,"Durante il PLANNING del Minefield (post), il pc si blocca, lo faccio rifare",3,0,109,109,218,20,10,21,324,3,4,2,51,252,303,8,8,16,0,61,61,100,64,92,156,6,8,2,38,36,"94,74",25,5,35,2,27,2,39,1,40,,49,1,45,,58,,8,5,13,9,8,17,8,15,16,13,11,63,4,0,38,103,141,20,2,18,239,3,4,2,31,159,190,8,8,16,0,73,61,"83,56",14,42,56,2,4,0,20,18,90,0,12,2,2
AC25,1,F,7,1,ac,D,2,3,,5,4,45,181,226,29,2,24,365,3,6,2,48,131,179,8,8,16,0,65,61,"93,85",37,14,51,4,4,2,18,18,100,36,3,57,2,51,2,45,1,48,1,54,1,63,,60,,8,5,13,8,8,16,4,8,8,6,5,31,5,6,20,91,111,26,0,32,243,3,4,2,29,104,133,8,8,16,0,61,61,100,8,62,70,7,7,3,36,36,100,4,0,0,0
AC26,1,F,7,1,ac,D,2,3,,4,0,131,151,282,29,1,20,340,3,6,2,47,296,343,8,8,16,0,69,61,"88,41",7,65,72,5,6,2,34,28,"82,35",24,7,36,7,51,2,45,1,51,,54,,63,,60,,8,5,13,9,8,17,4,8,8,7,5,32,4,3,21,121,142,28,0,22,233,1,2,0,52,197,249,8,8,16,0,79,61,"77,22",22,108,130,8,9,3,55,47,"85,45",8,18,6,8
AC27,1,F,7,1,ac,D,2,3,,5,0,49,110,159,33,0,23,310,2,3,2,35,149,184,8,8,16,0,85,61,"71,76",14,53,67,5,6,2,32,28,"87,5",30,5,39,7,52,2,44,1,48,1,53,1,62,,56,,9,5,14,9,9,18,4,8,9,8,6,35,5,5,36,84,120,30,0,24,263,4,5,2,33,94,127,8,8,16,0,61,61,100,12,63,75,7,7,3,42,36,"85,71",24,0,4,6
AC28,1,M,7,1,ac,D,2,3,,5,3,37,85,122,26,1,21,354,3,4,4,21,109,130,8,8,16,0,61,61,100,14,40,54,4,4,2,22,18,"81,82",26,6,32,11,45,3,35,3,39,,46,3,53,,53,,10,5,15,12,12,24,4,8,8,8,6,34,4,4,73,125,198,32,0,25,278,3,4,4,68,110,178,8,8,16,0,61,61,100,19,124,143,8,12,2,69,53,"76,81",0,0,4,16
AC29,1,M,7,1,ac,D,2,3,,5,3,51,120,171,23,5,18,329,2,4,1,50,132,182,8,8,16,0,63,61,"96,83",13,40,53,4,4,2,22,18,"81,82",36,3,40,7,50,2,40,2,50,,53,1,62,,59,,9,5,14,8,8,16,4,8,8,9,5,34,3,3,42,128,170,26,0,20,346,3,5,3,32,108,140,8,8,16,0,69,61,"88,41",11,29,40,4,4,2,22,18,"81,82",2,8,4,4
AC30,1,M,7,1,ac,D,2,3,,5,6,50,141,191,28,3,26,348,,,,,,,,,,,,,,,,,,,,,,,30,5,44,2,45,2,48,,49,,57,,63,,60,,8,5,13,8,8,16,4,8,8,8,5,33,5,5,49,85,134,27,2,26,397,6,7,2,33,165,198,8,8,16,0,85,61,"71,76",39,66,105,5,6,2,34,28,"82,35",0,24,0,6
AC31,1,M,7,1,ac,D,2,3,,5,4,126,146,272,27,1,20,380,3,6,2,29,122,151,8,8,16,0,63,61,"96,83",42,86,128,8,9,3,45,45,100,27,6,36,9,48,4,45,1,47,1,55,,60,,60,,8,5,13,8,10,18,6,9,8,6,5,34,5,4,48,169,217,30,0,26,280,3,4,4,24,95,119,8,8,16,0,61,61,100,11,63,74,6,8,2,42,36,"85,71",2,0,0,6
AC32,1,M,7,1,ac,D,2,3,,4,4,44,146,190,24,2,25,484,4,6,1,43,140,183,8,8,16,0,50,61,122,69,15,84,6,5,3,28,28,100,24,7,39,7,53,2,42,2,34,1,51,2,59,,52,,8,5,13,8,10,18,5,8,8,7,5,33,4,5,41,138,179,34,0,29,305,3,6,2,33,164,197,8,8,16,0,61,61,100,26,43,69,6,5,3,32,26,"81,25",-11,0,0,6
AC33,1,F,7,1,ac,D,2,3,"Sul MINEFIELD: mentre stava facendo PLANNING WORKING MEMORY ha chiuso l'applicazione, quindi l'ho fatta riniziare.",5,4,43,93,136,23,1,24,328,3,5,3,36,134,170,8,8,16,0,77,61,"79,22",37,48,85,7,7,3,42,38,"90,48",26,5,44,2,48,2,48,,29,,57,,63,,57,,8,5,13,8,8,16,5,8,8,6,5,32,4,3,52,101,153,22,0,25,231,3,4,4,19,86,105,8,8,16,0,67,61,"91,04",25,20,45,6,5,3,28,28,100,16,6,4,0
